"249.43100,5,25,16707842,1625478270,0,a5081a14,51556434880495619",可以看见男女双方都以自己的心思揣测对方,0
"215.59500,5,25,16777215,1625468476,0,ffee11a4,51551300078272519",《你礼貌吗》,0
"155.56500,5,25,16777215,1625460535,0,5a0eeb2e,51547136785383427",《般配》,0
"91.55100,5,25,15138834,1625446556,0,bb6ecd23,51539807744032771",你以为是solo，其实还是团战。,3
"180.54400,5,25,16707842,1625416553,0,8561806a,51524077464584199",快看，那颗星星是卡兹,3
"136.94200,5,25,16707842,1625413571,0,558066d3,51522513977999365",叙利亚局势,1
"270.03000,1,25,16777215,1625551851,0,b0c1b9b9,51595012728160263",旗鼓相当,0
"241.09900,1,25,16777215,1625551849,0,225f2a51,51595011531210759",笑死我了,0
"209.53900,1,25,16777215,1625551841,0,c5a73f15,51595007406112771",哈哈哈哈哈,0
"250.95600,1,25,16777215,1625551833,0,b0c1b9b9,51595003068153859",卧龙凤雏,0
"8.05900,1,25,16777215,1625551822,0,7fdc9a06,51594997347123207",三笠直呼内行,0
"249.97900,1,25,15138834,1625551789,0,bebfb97a,51594980113776647",牛哇牛哇哈哈哈哈哈,0
"143.88000,1,25,16777215,1625551782,0,29218ad,51594976043728903",流体舜态计算和稳态的区别,2
"211.37900,1,25,15138834,1625551741,0,bebfb97a,51594954660642821",笑死哈哈哈哈,0
"203.41900,1,25,15138834,1625551729,0,bebfb97a,51594948754014211",哈哈哈哈哈,0
"77.05300,1,25,16777215,1625551728,0,1f49f0ad,51594947807150083",现在流行网络约会的吗,2
"155.05500,1,25,16777215,1625551728,0,b0c1b9b9,51594947759964163",绝了,0
"62.01900,1,25,16777215,1625551710,0,c2397cf4,51594938684014597",笑死了,0
"144.32100,1,25,16777215,1625551709,0,29218ad,51594938127220741",知网上的论文如何水,2
"165.65900,1,25,15138834,1625551689,0,bebfb97a,51594927639887875",天生一对哈哈哈哈,0
"144.21900,1,25,15138834,1625551660,0,bebfb97a,51594912372097027",正片开始哈哈哈哈,0
"146.42600,1,25,16777215,1625551624,0,98f3508e,51594893540196359",笑死我了哈哈哈哈哈哈哈哈哈哈哈哈,0
"63.61900,1,25,15138834,1625551573,0,bebfb97a,51594866761138179",高手过招哈哈哈哈哈,0
"103.24500,1,25,16777215,1625551514,0,ebf4e12,51594835776241667",哈哈哈哈哈哈哈,0
"219.00100,1,25,16777215,1625551307,0,68a8935a,51594727155302405",哈哈哈哈哈哈哈,0
"238.45300,1,25,16777215,1625551256,0,52ee74b5,51594700735905799",哈哈哈哈哈哈哈哈哈哈笑死我了,0
"18.83400,1,25,16777215,1625551179,0,4dddb39a,51594659900686405",这剧情我怎么好像见过,0
"167.97900,1,25,16777215,1625551022,0,94832f95,51594577914626053",？？？？ 般配,2
"197.38800,1,25,16777215,1625550877,0,3d036153,51594502044385283",今晚月色真美,0
"39.71100,1,25,16777215,1625550796,0,e20c1c59,51594459468005381",装女生啊 发的东西都不对,2
"83.17700,1,25,16777215,1625550738,0,c8382434,51594429152624647",不对劲,3
"1.53900,1,25,16777215,1625550698,0,7b6c125d,51594408018575367",还有4个人没有走出ds,1
"194.87300,1,25,16777215,1625550697,0,2105b950,51594407342768135",你别说女生做这些其实挺有用,2
"255.81900,1,25,16777215,1625550628,0,cf6f7d0,51594371325231109",好耶,0
"161.17900,1,25,16777215,1625550619,0,e6a30641,51594366679515141",？,3
"250.85600,1,25,16777215,1625550600,0,edcb431f,51594356561281027",哈哈哈哈哈哈,0
"66.72200,1,25,16777215,1625550548,0,a483ee55,51594329415221251",别信他，他比你还要直,2
"85.14800,1,25,16777215,1625550503,0,94832f95,51594306007859203",？？？！,3
